,created_on,property_type,place_name,place_with_parent_names,lat,lon,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,rooms,properati_url,barrio,PH,apartment,house,price_m2
99,2017-09-10,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5829339,-58.4331926,290000.0,82.0,60.0,2.0,https://www.properati.com.ar/1elnx_venta_departamento_palermo_humboldt-al-1900_balcon_baulera_gimnasio_lavadero_sum_terraza_luminoso_sauna_lujoso_garage_amoblado_amenities_placard_subte-linea-d_brucco-inmobiliaria_dvq,PALERMO,0.0,1.0,0.0,3536.5853658536585
100,2017-09-10,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.595512,-58.4221488,120000.0,27.0,27.0,1.0,https://www.properati.com.ar/1elvo_venta_departamento_palermo_gimnasio_lavadero_parrilla_piscina_sum_luminoso_lujoso_mavia-propiedades,PALERMO,0.0,1.0,0.0,4444.444444444444
101,2017-09-10,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.589623,-58.420937,219000.0,83.0,83.0,3.0,https://www.properati.com.ar/1em8f_venta_departamento_palermo_baulera_lavadero_patio_sotano_luminoso_garage_subte-linea-d_re-max-data-house,PALERMO,0.0,1.0,0.0,2638.5542168674697
102,2017-09-12,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5830704,-58.42418960000001,140000.0,44.0,39.0,1.0,https://www.properati.com.ar/1en9l_venta_departamento_palermo_luminoso_estrenar_subte-linea-d_mavia-propiedades,PALERMO,0.0,1.0,0.0,3181.818181818182
104,2017-09-12,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.566245,-58.433655,185000.0,53.0,44.0,2.0,https://www.properati.com.ar/1enov_venta_departamento_palermo_apto-credito-hipotecario_maure-propiedades,PALERMO,0.0,1.0,0.0,3490.566037735849
105,2017-09-12,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5818505,-58.4076731,295000.0,90.0,80.0,3.0,https://www.properati.com.ar/1enq0_venta_departamento_palermo_balcon_lavadero_patio_terraza_toilette_luminoso_rhr-real-estate_cwt,PALERMO,0.0,1.0,0.0,3277.777777777778
106,2017-09-12,apartment,Palermo Soho,|Argentina|Capital Federal|Palermo|Palermo Soho|,-34.5850706,-58.4227791,485000.0,214.0,161.0,7.0,https://www.properati.com.ar/1env5_venta_departamento_palermo-soho_gurruchaga_2200_balcon_baulera_lavadero_parrilla_terraza_toilette_luminoso_dependencias_garage_aire-acondicionado_subte-linea-d_apto-credito-hipotecario_mussi-calvente_b7t,PALERMO,0.0,1.0,0.0,2266.355140186916
107,2017-09-12,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5763081233,-58.4062597085,1410000.0,300.0,280.0,5.0,https://www.properati.com.ar/1envz_venta_departamento_palermo_balcon_baulera_suite_lavadero_parrilla_piscina_terraza_toilette_vestidor_luminoso_vista_lujoso_dependencias_garage_federico-galceran-propiedades,PALERMO,0.0,1.0,0.0,4700.0
109,2017-09-12,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.596326527399995,-58.422273678,190000.0,50.0,47.0,2.0,https://www.properati.com.ar/1eo45_venta_departamento_palermo_gimnasio_lavadero_parrilla_piscina_quincho_sum_sauna_garage_ayf-propiedades,PALERMO,0.0,1.0,0.0,3800.0
111,2017-09-12,apartment,Barrio Norte,|Argentina|Capital Federal|Barrio Norte|,-34.5832195,-58.4072389,240000.0,52.0,52.0,2.0,https://www.properati.com.ar/1eo9c_venta_departamento_barrio-norte_balcon_jardin_luminoso_lujoso_garage_amenities_subte-linea-d_stoppello-propiedades_dup,PALERMO,0.0,1.0,0.0,4615.384615384615
112,2017-09-12,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5754357,-58.4071213,790000.0,216.0,189.0,4.0,https://www.properati.com.ar/1eoab_venta_departamento_palermo_baulera_suite_hidromasaje_vestidor_lujoso_garage_sensusre_hba,PALERMO,0.0,1.0,0.0,3657.4074074074074
114,2017-09-12,apartment,Palermo Hollywood,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,-34.5780072,-58.432977,110000.0,33.0,30.0,1.0,https://www.properati.com.ar/1eodp_venta_departamento_palermo-hollywood_balcon_terraza_subte-linea-d_inmobalear-servicios-inmobiliarios,PALERMO,0.0,1.0,0.0,3333.3333333333335
115,2017-09-13,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.572998,-58.419521,1650000.0,430.0,400.0,5.0,https://www.properati.com.ar/1ep1r_venta_departamento_palermo_balcon_baulera_suite_lavadero_terraza_vista_garage_re-max-premium,PALERMO,0.0,1.0,0.0,3837.2093023255816
116,2017-09-13,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5630665,-58.4383467,268000.0,82.0,74.0,3.0,https://www.properati.com.ar/1epbt_venta_departamento_belgrano_lacroze-federico-av-1620_balcon_luminoso_lujoso_dependencias_santiago-jannot-capital,PALERMO,0.0,1.0,0.0,3268.2926829268295
117,2017-09-13,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5630665,-58.4383467,268000.0,84.0,76.0,3.0,https://www.properati.com.ar/1epbu_venta_departamento_belgrano_lacroze-federico-av-1620_balcon_luminoso_lujoso_dependencias_santiago-jannot-capital,PALERMO,0.0,1.0,0.0,3190.4761904761904
118,2017-09-13,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5808658,-58.43840649999999,312000.0,98.0,91.0,4.0,https://www.properati.com.ar/1epdp_venta_departamento_palermo_ravignani-emilio-2268_balcon_suite_lavadero_parrilla_piscina_sum_luminoso_lujoso_garage_subte-linea-d_loria-inmobiliaria,PALERMO,0.0,1.0,0.0,3183.673469387755
119,2017-09-13,apartment,Palermo Hollywood,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,-34.5772535,-58.4344262,312000.0,98.0,91.0,4.0,https://www.properati.com.ar/1epdq_venta_departamento_palermo-hollywood_ravignani-emilio-2268_balcon_suite_lavadero_parrilla_piscina_sum_luminoso_lujoso_garage_subte-linea-d_loria-inmobiliaria,PALERMO,0.0,1.0,0.0,3183.673469387755
120,2017-09-13,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5975225,-58.4178149,125000.0,57.0,55.0,3.0,https://www.properati.com.ar/1epf6_venta_departamento_palermo_av-cordoba-al-3600_subte-linea-b_deptos-temporarios,PALERMO,0.0,1.0,0.0,2192.9824561403507
121,2017-09-13,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5783837,-58.41062370000001,496410.0,104.0,92.0,3.0,https://www.properati.com.ar/1epgx_venta_departamento_palermo_segui-juan-f-al-3700_gimnasio_parrilla_patio_piscina_luminoso_lujoso_amoblado_amenities_aire-acondicionado_brucco-inmobiliaria_dvq,PALERMO,0.0,1.0,0.0,4773.173076923077
122,2017-09-13,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5783782,-58.41063739999999,793329.0,168.0,152.0,5.0,https://www.properati.com.ar/1epgy_venta_departamento_palermo_segui-juan-f-al-3700_gimnasio_parrilla_patio_piscina_luminoso_lujoso_amoblado_amenities_aire-acondicionado_brucco-inmobiliaria_dvq,PALERMO,0.0,1.0,0.0,4722.196428571428
123,2017-09-13,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5683865,-58.4438298,222000.0,67.0,54.0,2.0,https://www.properati.com.ar/1eq5t_venta_departamento_belgrano_suite_parrilla_patio_piscina_toilette_amenities_placard_zuker-servicios-inmobiliarios_gsp,PALERMO,0.0,1.0,0.0,3313.4328358208954
124,2017-09-13,apartment,Palermo Hollywood,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,-34.5777906,-58.4362196,99000.0,30.0,20.0,3.0,https://www.properati.com.ar/1eq6q_venta_departamento_palermo-hollywood_balcon_gimnasio_piscina_sum_sauna_placard_zuker-servicios-inmobiliarios_gsp,PALERMO,0.0,1.0,0.0,3300.0
125,2017-09-13,apartment,Palermo Hollywood,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,-34.5777906,-58.4362196,104500.0,34.0,23.0,3.0,https://www.properati.com.ar/1eq6r_venta_departamento_palermo-hollywood_balcon_gimnasio_piscina_sum_sauna_placard_zuker-servicios-inmobiliarios_gsp,PALERMO,0.0,1.0,0.0,3073.529411764706
126,2017-09-13,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5650615,-58.4407156,300000.0,90.0,82.0,4.0,https://www.properati.com.ar/1eq7m_venta_departamento_belgrano_balcon_dependencias_garage_zuker-servicios-inmobiliarios_gsp,PALERMO,0.0,1.0,0.0,3333.3333333333335
127,2017-09-13,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5683865,-58.4438298,153000.0,46.0,39.0,1.0,https://www.properati.com.ar/1eq8x_venta_departamento_belgrano_suite_parrilla_patio_piscina_toilette_amenities_placard_zuker-servicios-inmobiliarios_gsp,PALERMO,0.0,1.0,0.0,3326.086956521739
129,2017-09-13,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.565370200000004,-58.4381017,89000.0,22.0,22.0,1.0,https://www.properati.com.ar/1eqvi_venta_departamento_palermo_impecable_ayf-propiedades,PALERMO,0.0,1.0,0.0,4045.4545454545455
130,2017-09-13,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5815005,-58.4277402,79000.0,32.0,27.0,3.0,https://www.properati.com.ar/1eqvx_venta_departamento_palermo_patio_gruz-propiedades_gka,PALERMO,0.0,1.0,0.0,2468.75
131,2017-09-13,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5694281,-58.4335086,180000.0,62.0,55.0,3.0,https://www.properati.com.ar/1eqwa_venta_departamento_palermo_republica-de-eslovenia_1800_balcon_baulera_lavadero_sotano_luminoso_garage_subte-linea-d_rhr-real-estate_cwt,PALERMO,0.0,1.0,0.0,2903.2258064516127
133,2017-09-13,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5903255,-58.4307834,200000.0,65.0,45.0,2.0,https://www.properati.com.ar/1er34_venta_departamento_palermo_cabrera-jose-a-_3300_balcon_lavadero_parrilla_terraza_placard_subte-linea-d_subte-linea-b_d-antonio-propiedades_h6n,PALERMO,0.0,1.0,0.0,3076.923076923077
134,2017-09-14,PH,Palermo Hollywood,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,-34.5796956362,-58.4312491921,499000.0,169.0,169.0,3.0,https://www.properati.com.ar/1erbq_venta_ph_palermo-hollywood_terraza_subte-linea-d_lopez-saubidet-propiedades,PALERMO,1.0,0.0,0.0,2952.662721893491
135,2017-09-14,house,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.567554379499995,-58.446198268100005,1650000.0,650.0,500.0,3.0,https://www.properati.com.ar/1erdi_alquiler_casa_belgrano_suite_lavadero_parrilla_patio_toilette_dependencias_garage_aire-acondicionado_alvarez-noblia-propiedades_hbm,PALERMO,0.0,0.0,1.0,2538.4615384615386
136,2017-09-14,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.568475969,-58.4424334566,430000.0,109.0,109.0,4.0,https://www.properati.com.ar/1erjs_venta_departamento_belgrano_balcon_baulera_suite_lavadero_luminoso_dependencias_garage_impecable_mpinus,PALERMO,0.0,1.0,0.0,3944.954128440367
138,2017-09-14,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.573458,-58.439198,229900.0,96.0,85.0,3.0,https://www.properati.com.ar/1errl_venta_departamento_palermo_balcon_baulera_patio_luminoso_dependencias_doble-circulacion_subte-linea-d_re-max-acci-oacute-n,PALERMO,0.0,1.0,0.0,2394.7916666666665
139,2017-09-14,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.573754,-58.432614,200000.0,69.0,63.0,3.0,https://www.properati.com.ar/1es0y_venta_departamento_palermo_balcon_luminoso_placard_subte-linea-d_pronin-propiedades,PALERMO,0.0,1.0,0.0,2898.550724637681
140,2017-09-14,apartment,Recoleta,|Argentina|Capital Federal|Recoleta|,-34.5975225,-58.4178149,125000.0,57.0,55.0,3.0,https://www.properati.com.ar/1esm8_venta_departamento_recoleta_av-cordoba-al-3600_subte-linea-b_deptos-temporarios,PALERMO,0.0,1.0,0.0,2192.9824561403507
141,2017-09-14,apartment,Almagro,|Argentina|Capital Federal|Almagro|,-34.5975225,-58.4178149,125000.0,57.0,55.0,3.0,https://www.properati.com.ar/1esm9_venta_departamento_almagro_av-cordoba-al-3600_subte-linea-b_deptos-temporarios,PALERMO,0.0,1.0,0.0,2192.9824561403507
142,2017-09-15,house,Palermo,|Argentina|Capital Federal|Palermo|,-34.5707717,-58.431808,1700000.0,754.0,754.0,8.0,https://www.properati.com.ar/1et3r_venta_casa_palermo_chenaut-indalesio-gral-av-_1800_suite_jardin_piscina_quincho_luminoso_garage_subte-linea-d_federico-galceran-propiedades,PALERMO,0.0,0.0,1.0,2254.6419098143238
143,2017-09-15,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.58295570000001,-58.4342928,355000.0,120.0,40.0,2.0,https://www.properati.com.ar/1et7s_venta_departamento_palermo_costa-rica_5500_balcon_gimnasio_lavadero_parrilla_piscina_sum_terraza_toilette_luminoso_garage_amenities_lexinton-propiedades_937,PALERMO,0.0,1.0,0.0,2958.3333333333335
145,2017-09-15,apartment,Palermo Chico,|Argentina|Capital Federal|Palermo|Palermo Chico|,-34.5823763,-58.4227823,339000.0,123.0,95.0,3.0,https://www.properati.com.ar/1etrb_venta_departamento_palermo-chico_balcon_suite_parrilla_piscina_toilette_vista_subte-linea-d_pagel-propiedades,PALERMO,0.0,1.0,0.0,2756.0975609756097
146,2017-09-15,PH,Palermo Chico,|Argentina|Capital Federal|Palermo|Palermo Chico|,-34.5806215,-58.41136460000001,387000.0,103.0,64.0,3.0,https://www.properati.com.ar/1etz3_venta_ph_palermo-chico_suite_hidromasaje_patio_terraza_toilette_luminoso_placard_subte-linea-d_netprop,PALERMO,1.0,0.0,0.0,3757.2815533980583
147,2017-09-15,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.583705,-58.43325400000001,122000.0,40.0,34.0,1.0,https://www.properati.com.ar/1eueo_venta_departamento_palermo_balcon_sum_aire-acondicionado_re-max-premium,PALERMO,0.0,1.0,0.0,3050.0
148,2017-09-15,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.59725,-58.420116,104000.0,36.0,32.0,1.0,https://www.properati.com.ar/1euff_venta_departamento_palermo_balcon_piscina_luminoso_lujoso_garage_estrenar_subte-linea-b_pronin-propiedades,PALERMO,0.0,1.0,0.0,2888.8888888888887
149,2017-09-15,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.563685346,-58.4426825896,585000.0,214.0,191.0,3.0,https://www.properati.com.ar/1eur9_venta_departamento_belgrano_campos-luis-m-av-_1400_balcon_baulera_suite_lavadero_parrilla_quincho_sum_toilette_vestidor_luminoso_lujoso_dependencias_garage_amenities_placard_losa-radiante_subte-linea-d_oppel-inmuebles_d62,PALERMO,0.0,1.0,0.0,2733.644859813084
150,2017-09-15,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5735836574,-58.430743720100004,510000.0,253.0,182.0,5.0,https://www.properati.com.ar/1eure_venta_departamento_belgrano_huergo_200_balcon_baulera_suite_lavadero_patio_terraza_toilette_vestidor_luminoso_vista_lujoso_dependencias_garage_placard_losa-radiante_subte-linea-d_oppel-inmuebles,PALERMO,0.0,1.0,0.0,2015.810276679842
151,2017-09-16,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5888658,-58.4299838,370000.0,177.0,150.0,5.0,https://www.properati.com.ar/1evct_venta_departamento_palermo_balcon_terraza_toilette_apto-credito-hipotecario_max-plen-soaje-pinto_cxu,PALERMO,0.0,1.0,0.0,2090.3954802259886
153,2017-09-16,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5806429,-58.41194760000001,388959.0,84.0,78.0,3.0,https://www.properati.com.ar/1evz6_venta_departamento_palermo_suite_subte-linea-d_toribio-achaval_e6w,PALERMO,0.0,1.0,0.0,4630.464285714285
156,2017-09-16,apartment,Las Cañitas,|Argentina|Capital Federal|Las Cañitas|,-34.5670326,-58.4330181,445000.0,144.0,144.0,5.0,https://www.properati.com.ar/1ewc9_venta_departamento_las-canitas_balcon_baulera_suite_lavadero_terraza_toilette_luminoso_lujoso_dependencias_garage_doble-circulacion_mpinus,PALERMO,0.0,1.0,0.0,3090.277777777778
158,2017-09-16,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.590471,-58.412719,344000.0,111.0,106.0,4.0,https://www.properati.com.ar/1ewku_venta_departamento_palermo_balcon_baulera_lavadero_terraza_toilette_luminoso_lujoso_dependencias_garage_subte-linea-d_re-max-soul,PALERMO,0.0,1.0,0.0,3099.099099099099
159,2017-09-16,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.567383,-58.434533,154500.0,36.0,32.0,1.0,https://www.properati.com.ar/1ewrx_venta_departamento_palermo_balcon_estrenar_re-max-urbana,PALERMO,0.0,1.0,0.0,4291.666666666667
160,2017-09-16,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.567366,-58.43455400000001,270900.0,59.0,46.0,2.0,https://www.properati.com.ar/1ews1_venta_departamento_palermo_balcon_estrenar_re-max-urbana,PALERMO,0.0,1.0,0.0,4591.525423728814
161,2017-09-16,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.566434,-58.435872,275000.0,90.0,83.0,5.0,https://www.properati.com.ar/1ewy7_venta_departamento_belgrano_balcon_baulera_lavadero_toilette_luminoso_dependencias_re-max-habitat,PALERMO,0.0,1.0,0.0,3055.5555555555557
162,2017-09-16,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5671607,-58.4331296,445000.0,145.0,124.0,5.0,https://www.properati.com.ar/1ex0o_venta_departamento_palermo_matienzo-benjamin-al-1600_balcon_baulera_suite_hidromasaje_lavadero_toilette_luminoso_lujoso_dependencias_placard_losa-radiante_doble-circulacion_deptos-temporarios,PALERMO,0.0,1.0,0.0,3068.9655172413795
163,2017-09-17,apartment,Palermo Soho,|Argentina|Capital Federal|Palermo|Palermo Soho|,-34.5883593,-58.4347644,185000.0,49.0,36.0,2.0,https://www.properati.com.ar/1ex6r_venta_departamento_palermo-soho_cabrera-jose-a-_5200_lavadero_patio_placard_ojo-propiedades,PALERMO,0.0,1.0,0.0,3775.5102040816328
164,2017-09-17,house,Palermo Hollywood,|Argentina|Capital Federal|Palermo|Palermo Hollywood|,-34.5813438284,-58.436900764099995,1190000.0,550.0,450.0,3.0,https://www.properati.com.ar/1exd6_venta_casa_palermo-hollywood_suite_gimnasio_hidromasaje_jardin_lavadero_parrilla_piscina_terraza_toilette_vestidor_luminoso_dependencias_electrogeno_subte-linea-d_home54,PALERMO,0.0,0.0,1.0,2163.6363636363635
165,2017-09-17,house,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.569070700000005,-58.4409152,2100000.0,450.0,200.0,3.0,https://www.properati.com.ar/1exl4_venta_casa_belgrano_gorostiaga-al-2100_suite_gimnasio_jardin_piscina_vestidor_luminoso_dependencias_garage_marta-flamini-propiedades,PALERMO,0.0,0.0,1.0,4666.666666666667
166,2017-09-17,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.587361200000004,-58.4176068,150000.0,37.0,34.0,1.0,https://www.properati.com.ar/1exm8_venta_departamento_palermo_araoz_2300_balcon_hidromasaje_garage_amenities_placard_estrenar_subte-linea-d_balbi-propiedades,PALERMO,0.0,1.0,0.0,4054.054054054054
168,2017-09-18,apartment,Palermo,|Argentina|Capital Federal|Palermo|,-34.5943652,-58.42288520000001,265000.0,80.0,77.0,2.0,https://www.properati.com.ar/1ezb9_venta_departamento_palermo_balcon_garage_amenities_apto-credito-hipotecario_migliorisi-propiedades_cy2,PALERMO,0.0,1.0,0.0,3312.5
169,2017-09-20,apartment,Las Cañitas,|Argentina|Capital Federal|Las Cañitas|,-34.568734328400005,-58.4369902869,420000.0,163.0,100.0,2.0,https://www.properati.com.ar/1f1jh_venta_departamento_las-canitas_hidromasaje_lavadero_parrilla_piscina_terraza_toilette_luminoso_sauna_placard_aire-acondicionado_losa-radiante_subte-linea-d_miranda-bosch-real-estate-art_hfg,PALERMO,0.0,1.0,0.0,2576.687116564417
170,2017-09-20,apartment,Palermo Soho,|Argentina|Capital Federal|Palermo|Palermo Soho|,-34.5886539,-58.4178826,224999.0,65.0,65.0,3.0,https://www.properati.com.ar/1f239_venta_departamento_palermo-soho_balcon_lavadero_parrilla_quincho_sum_toilette_luminoso_lujoso_estrenar_subte-linea-d_khabbaz-propiedades,PALERMO,0.0,1.0,0.0,3461.523076923077
171,2017-09-20,apartment,Palermo Soho,|Argentina|Capital Federal|Palermo|Palermo Soho|,-34.5886539,-58.4178826,234999.0,68.0,68.0,3.0,https://www.properati.com.ar/1f23a_venta_departamento_palermo-soho_balcon_lavadero_parrilla_quincho_sum_toilette_luminoso_lujoso_estrenar_subte-linea-d_khabbaz-propiedades,PALERMO,0.0,1.0,0.0,3455.8676470588234
172,2017-09-20,apartment,Palermo Soho,|Argentina|Capital Federal|Palermo|Palermo Soho|,-34.5886539,-58.4178826,261999.0,90.0,90.0,3.0,https://www.properati.com.ar/1f23b_venta_departamento_palermo-soho_balcon_lavadero_parrilla_quincho_sum_toilette_luminoso_lujoso_estrenar_subte-linea-d_khabbaz-propiedades,PALERMO,0.0,1.0,0.0,2911.1
173,2017-09-20,apartment,Palermo Soho,|Argentina|Capital Federal|Palermo|Palermo Soho|,-34.5894523824,-58.4223095471,176999.0,60.0,54.0,2.0,https://www.properati.com.ar/1f2j4_venta_departamento_palermo-soho_balcon_suite_gimnasio_lavadero_parrilla_piscina_quincho_sum_toilette_lujoso_amenities_estrenar_khabbaz-propiedades,PALERMO,0.0,1.0,0.0,2949.983333333333
174,2017-09-20,apartment,Palermo Soho,|Argentina|Capital Federal|Palermo|Palermo Soho|,-34.5896546,-58.4223131,156999.0,52.0,47.0,2.0,https://www.properati.com.ar/1f2j5_venta_departamento_palermo-soho_balcon_suite_gimnasio_lavadero_parrilla_piscina_quincho_sum_lujoso_amenities_estrenar_khabbaz-propiedades,PALERMO,0.0,1.0,0.0,3019.2115384615386
175,2017-09-20,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5627625,-58.43938910000001,629999.0,220.0,190.0,5.0,https://www.properati.com.ar/1f2kc_venta_departamento_belgrano_balcon_baulera_suite_lavadero_toilette_vestidor_dependencias_garage_tenis_aire-acondicionado_losa-radiante_doble-circulacion_khabbaz-propiedades,PALERMO,0.0,1.0,0.0,2863.6318181818183
